"locus"	"product"	"p_id"	"AP"	"GP"
Bd2293	hypothetical protein	NP_969125.1	998.7345919	14.25859017
Bd2295	hypothetical protein	NP_969126.1	675.3348193	19.28304575
Bd2296	hypothetical protein	NP_969127.1	176.0137883	17.04309599
Bd2297	heavy-metal transporting CPx-type ATPase	NP_969128.1	8.139365935	8.278075197
Bd2298	hypothetical protein	NP_969129.1	335.3916652	172.3165791
Bd2299	competence protein ComM-like protein	NP_969130.1	0.822242069	57.16045705
Bd2300	integrase/recombinase XerD	NP_969131.1	54.31568343	900.6432803
Bd2301	hypothetical protein	NP_969132.1	13.49421195	12.91687275
Bd2302	hypothetical protein	NP_969133.1	13.12257809	17.82323771
Bd2303	stage II sporulation protein D	NP_969134.1	6.021582543	24.75880195
Bd2304	band 7 protein	NP_969135.1	16.0517376	357.6198326
Bd2305	membrane protein necessary for	NP_969136.1	5.924979615	177.8577397
Bd2306	hypothetical protein	NP_969137.1	3.640650125	1012.359902
Bd2307	hypothetical protein	NP_969138.1	5.924979615	99.25097079
Bd2308	MFS transporter	NP_969139.1	3.786641107	93.8779859
Bd2309	hypothetical protein	NP_969140.1	5.14651514	14.77897667
Bd2310	virulence factor MviN-like protein	NP_969141.1	5.993213545	71.89504103
Bd2311	excinuclease ABC subunit C	NP_969142.1	20.59188636	61.50099775
Bd2312	excinuclease ABC subunit B	NP_969143.1	19.84788748	97.70765811
Bd2313	penicillin G acylase precursor	NP_969144.1	0.270765197	31.29607224
Bd2314	hypothetical protein	NP_969145.1	1.171216901	88.28720076
Bd2315	hypothetical protein	NP_969146.1	0	94.65153556
Bd2317	hypothetical protein	NP_969147.1	0.625618966	140.4308767
Bd2319	glutamyl-tRNA synthetase	NP_969148.1	1.435993023	245.3581025
Bd2320	putative CarD-like transcriptional regulator	NP_969149.1	7.325429342	2789.613952
Bd2321	subtilisin-like serine protease	NP_969150.1	1.697606519	467.3159473
Bd2322	hypothetical protein	NP_969151.1	117.1390414	344.9522629
Bd2323	hypothetical protein	NP_969152.1	0	0
Bd2324	ATP-dependent DNA helicase RecG	NP_969153.1	59.83216594	56.24221678
Bd2325	HD-GYP hydrolase domain-containing protein	NP_969154.1	2299.728349	60.80239652
Bd2326	hypothetical protein	NP_969155.1	1010.444143	24.10380719
Bd2327	hypothetical protein	NP_969156.1	18.57626805	9.681037315
Bd2328	protease	NP_969157.1	0	0
Bd2329	hypothetical protein	NP_969158.1	3.089713296	53.82690686
Bd2331	partition protein| ParA-like protein	NP_969159.1	1.208695841	198.4225408
Bd2332	hypothetical protein	NP_969160.1	3.528570662	36.53952937
Bd2333	hypothetical protein	NP_969161.1	0	2.575979395
Bd2334	serin protease	NP_969162.1	0.680571983	5.700224674
Bd2335	hypothetical protein	NP_969163.1	0.282141886	17.48707581
Bd2337	thiosulfate sulfurtransferase	NP_969164.1	1.428718489	184.2830082
Bd2338	lysyl-tRNA synthetase	NP_969165.1	0.797819037	306.7149802
Bd2339	fructose-bisphosphate aldolase	NP_969166.1	0.654056191	245.4205823
Bd2341	nifU related protein	NP_969167.1	74.33156244	489.0366015
Bd2342	mate efflux family protein	NP_969168.1	173.5945879	184.1411838
Bd2343	hypothetical protein	NP_969169.1	477.1396299	31.27261192
Bd2344	hypothetical protein	NP_969170.1	7.305304536	1.483311212
Bd2345	hypothetical protein	NP_969171.1	3.907421901	4.363620267
Bd2346	hypothetical protein	NP_969172.1	1020.190123	5.124874894
Bd2347	hypothetical protein	NP_969173.1	229.737933	113.4417479
Bd2348	hypothetical protein	NP_969174.1	6.352005172	97.28383443
Bd2349	hypothetical protein	NP_969175.1	2.79790704	575.9619607
Bd2350	ubiquinone/menaquinone biosynthesis protein	NP_969176.1	28.49633053	33.08365693
Bd2351	hypothetical protein	NP_969177.1	1.08306079	3.628530115
Bd2352	hypothetical protein	NP_969178.1	196.7644393	37.93079736
Bd2353	hypothetical protein	NP_969179.1	41.11210345	75.7548226
Bd2354	THIF family protein	NP_969180.1	18.9085992	98.67767998
Bd2355	TatD family hydrolase	NP_969181.1	3.73054272	144.9799366
Bd2356	hypothetical protein	NP_969182.1	42.23016632	100.3756277
Bd2357	dedA protein	NP_969183.1	2.248318157	991.2690708
Bd2358	putative RNA pseudouridylate synthase	NP_969184.1	0.709328545	130.7037432
Bd2359	hypothetical protein	NP_969185.1	1.640466669	135.2011596
Bd2360	hypothetical protein	NP_969186.1	1.271775927	261.6115235
Bd2361	hypothetical protein	NP_969187.1	1.181520862	276.0981551
Bd2362	hypothetical protein	NP_969188.1	0.766938986	124.1896665
Bd2363	hypothetical protein	NP_969189.1	1.418657091	156.8444919
Bd2364	hypothetical protein	NP_969190.1	1.442670818	3.07574623
Bd2365	hypothetical protein	NP_969191.1	1.10443699	0.740029168
Bd2366	heptosyltransferase	NP_969192.1	0.577218644	83.15468154
Bd2367	hypothetical protein	NP_969193.1	0	120.5749613
Bd2368	hypothetical protein	NP_969194.1	2.067661508	572.9778918
Bd2369	hypothetical protein	NP_969195.1	2.83998083	299.3946577
Bd2370	hypothetical protein	NP_969196.1	0.853598758	171.5864241
Bd2371	hypothetical protein	NP_969197.1	1.041081689	173.5224983
Bd2372	hypothetical protein	NP_969198.1	1.87021903	175.4399123
Bd2373	hypothetical protein	NP_969199.1	2.263475358	212.3301667
Bd2374	hypothetical protein	NP_969200.1	0.707194157	125.2334215
Bd2375	adventurous gliding motility protein S	NP_969201.1	0.572299167	383.4696599
Bd2376	hypothetical protein	NP_969202.1	3.975973162	646.0454638
Bd2377	adventurous gliding motility protein R	NP_969203.1	1.233363103	1813.983661
Bd2378	chloride channel protein	NP_969204.1	0	0
Bd2379	hypothetical protein	NP_969205.1	0	0
Bd2380	hypothetical protein	NP_969206.1	0.603141637	0
Bd2381	hypothetical protein	NP_969207.1	1.332336686	2.678200799
Bd2382	hypothetical protein	NP_969208.1	19.43005144	9.518700929
Bd2383	hypothetical protein	NP_969209.1	438.8050875	45.30623018
Bd2384	hypothetical protein	NP_969210.1	24.08633017	110.9561125
Bd2385	ABC-type Fe3+-siderophores transport systems	NP_969211.1	6.765088664	295.9012151
Bd2386	hypothetical protein	NP_969212.1	0	267.7703685
Bd2387	metallo-beta-lactamase superfamily protein	NP_969213.1	0	234.1757781
Bd2388	hypothetical protein	NP_969214.1	0.757328221	1116.386859
Bd2389	cardiolipin synthetase	NP_969215.1	3.701168368	137.2841512
Bd2390	hypothetical protein	NP_969216.1	26.92639251	56.79907041
Bd2391	hypothetical protein	NP_969217.1	65.39458951	52.35363181
Bd2392	cell morphology protein	NP_969218.1	20.64029784	22.12808529
Bd2393	hypothetical protein	NP_969219.1	3.187489033	57.66607037
Bd2395	ribosomal-protein-serine acetyltransferase	NP_969220.1	7.542184195	36.6797066
Bd2396	hypothetical protein	NP_969221.1	138.6599125	21.91255199
Bd2398	hypothetical protein	NP_969222.1	297.5606174	23.18381455
Bd2399	hypothetical protein	NP_969223.1	68.98369123	5.671484045
Bd2400	putative cell surface protein	NP_969224.1	184.9190027	8.86091818
Bd2401	hypothetical protein	NP_969225.1	46.48830159	0
Bd2402	two-component response regulator	NP_969226.1	224.6332085	17.84356489
Bd2403	hypothetical protein	NP_969227.1	797.1987815	141.9773033
Bd2404	sigma factor sigB regulation protein rsbU	NP_969228.1	24.64714195	35.23166598
Bd2405	hypothetical protein	NP_969229.1	751.464427	7.001105823
Bd2406	chemotaxis histidine kinase	NP_969230.1	1244.181912	10.38317848
Bd2407	hypothetical protein	NP_969231.1	100.7246534	90.45140018
Bd2408	putative DNA-binding protein	NP_969232.1	20.7844523	46.42214718
Bd2409	chemotaxis resonse regulator CheY	NP_969233.1	2.984434176	49.99308158
Bd2410	iron-regulated protein	NP_969234.1	0.313783967	111.4331772
Bd2410.1	50S ribosomal protein L33	NP_976253.1	10.07246534	7463.342167
Bd2411	deoxycytidine triphosphate deaminase	NP_969235.1	45.01660489	3964.60498
Bd2412	hypothetical protein	NP_969236.1	96.52779289	260.9013945
Bd2414	hypothetical protein	NP_969237.1	2.073742865	148.5456196
Bd2415	putative transposase	NP_969238.1	1.475047226	148.9595114
Bd2417	alpha/beta fold family hydrolase	NP_969239.1	0.815584238	39.62002316
Bd2418	Zinc carboxypeptidase-related protein	NP_969240.1	0.297122872	122.4388082
Bd2420	hypothetical protein	NP_969241.1	39.83885547	808.3769367
Bd2421	integral HD domain-containing protein	NP_969242.1	5589.285631	79.67647377
Bd2422	hypothetical protein	NP_969243.1	24.61145378	167.9631813
Bd2423	hypothetical protein	NP_969244.1	922.3500408	605.8090207
Bd2424	hypothetical protein	NP_969245.1	0	0
Bd2425	hypothetical protein	NP_969246.1	0.825611913	30.42611727
Bd2426	rhomboid-like protein (RRP)	NP_969247.1	2.507667721	11.20176932
Bd2427	hypothetical protein	NP_969248.1	14.00806439	319.5749801
Bd2428	serin protease	NP_969249.1	1.266364115	1.305428629
Bd2429	hypothetical protein	NP_969250.1	1.065869349	5.058823732
Bd2430	hypothetical protein	NP_969251.1	1.174631527	1.96765773
Bd2431	hypothetical protein	NP_969252.1	0.860894474	0
Bd2432	hypothetical protein	NP_969253.1	0	0
Bd2433	hypothetical protein	NP_969254.1	0.457839334	0
Bd2434	hypothetical protein	NP_969255.1	0	4.986994591
Bd2436	hypothetical protein	NP_969256.1	8.633541724	42.9047768
Bd2437	phenol 2-monooxygenase	NP_969257.1	0	119.018799
Bd2438	transmembrane protein	NP_969258.1	0	22.71320293
Bd2439	cell wall surface anchor family protein	NP_969259.1	0	0
Bd2440	hypothetical protein	NP_969260.1	0	0
Bd2441	hypothetical protein	NP_969261.1	1.131737679	223.7049971
Bd2442	excinuclease ABC subunit A	NP_969262.1	8.597029245	81.3468741
Bd2443	hypothetical protein	NP_969263.1	122.7317206	42.53613034
Bd2444	ferric uptake regulation protein	NP_969264.1	1.213550042	317.1247886
Bd2446	putative GTP cyclohydrolase	NP_969265.1	1.320979062	75.23548999
Bd2448	Maf-like protein	NP_969266.1	0	71.04280014
Bd2449	hypothetical protein	NP_969267.1	0	152.4788988
Bd2450	ABC transporter| periplasmic amino acid-binding	NP_969268.1	1.259058168	32.33927465
Bd2451	hypothetical protein	NP_969269.1	0	11.66313251
Bd2454	hypothetical protein	NP_969270.1	0	111.06058
Bd2455	hypothetical protein	NP_969271.1	0	441.0436162
Bd2456	hypothetical protein	NP_969272.1	2.037782006	1563.403587
Bd2457	rod shape-determining protein MreC	NP_969273.1	0	175.7937352
Bd2459	hypothetical protein	NP_969274.1	1.125415122	43.35992132
Bd2460	penicillin-binding protein	NP_969275.1	2.586584756	85.12794745
Bd2461	rod shape-determining protein	NP_969276.1	2.954589834	125.9825656
Bd2462	soluble lytic murein transglycosylase	NP_969277.1	2476.987103	5.624221678
Bd2463	hypothetical protein	NP_969278.1	481.5392523	9.022815526
Bd2464	hypothetical protein	NP_969279.1	5645.243771	14.0605542
Bd2465	hypothetical protein	NP_969280.1	6882.702757	144.8361512
Bd2467	hypothetical protein	NP_969281.1	15.5626074	1626.438011
Bd2468	thioredoxin	NP_969282.1	272.6034199	5052.511805
Bd2469	protein containing CheY-like receiver	NP_969283.1	124.3550707	173.1798464
Bd2471	YjgP/YjgQ permease	NP_969284.1	1.368541487	118.2920538
Bd2472	Smf family DNA processing protein	NP_969285.1	0.637497807	23.49358422
Bd2473	signal peptide protein	NP_969286.1	21.24374509	78.53458634
Bd2474	hypothetical protein	NP_969287.1	26.3257617	371.9655701
Bd2475	putative competence protein	NP_969288.1	0	4.425617058
Bd2476	hydrolase	NP_969289.1	0	8.298031984
Bd2477	hypothetical protein	NP_969290.1	0	48.20761438
Bd2478	hypothetical protein	NP_969291.1	12.28349432	1336.095589
Bd2480	hypothetical protein	NP_969292.1	5.118494186	4.287065526
Bd2483	hypothetical protein	NP_969293.1	1759.64756	135.5234139
Bd2484	UDP-3-O-[3-hydroxymyristoyl]	NP_969294.1	524.8984416	238.3333543
Bd2485	hypothetical protein	NP_969295.1	1512.257194	9.296234179
Bd2486	putative UVB-resistance protein	NP_969296.1	5944.895733	17.33595345
Bd2487	Holliday junction DNA helicase RuvB	NP_969297.1	7.630655564	98.16823293
Bd2488	Holliday junction DNA helicase RuvA	NP_969298.1	14.3161944	205.5553101
Bd2489	crossover junction endodeoxyribonuclease RuvC	NP_969299.1	8.344054132	577.0651118
Bd2490	hypothetical protein	NP_969300.1	28.46566293	627.2229828
Bd2491	translation elongation factor EF-P	NP_969301.1	10.12575881	3538.795989
Bd2492	hypothetical protein	NP_969302.1	1.138131677	315.5283687
Bd2494	hypothetical protein	NP_969303.1	1.065869349	35.96441073
Bd2495	surface antigen	NP_969304.1	2.16612158	45.35662644
Bd2496	hypothetical protein	NP_969305.1	133.6226249	1745.776552
Bd2497	hypothetical protein	NP_969306.1	2325.331516	6524.097147
Bd2498	hypothetical protein	NP_969307.1	1.171216901	48.3944656
Bd2499	hypothetical protein	NP_969308.1	1.697606519	17.06224554
Bd2500	2-methylcitrate dehydratase	NP_969309.1	1.60198256	669.5395509
Bd2502	2-methylisocitratelyase 2	NP_969310.1	24.17391683	733.3985068
Bd2503	MCP methyl chemotaxis protein	NP_969311.1	3.662714671	20.63763988
Bd2504	MCP chemotaxis protein	NP_969312.1	7.696568204	38.67820224
Bd2506	molecular chaperone sugE	NP_969313.1	37.39021226	1316.579166
Bd2507	hypothetical protein	NP_969314.1	0	129.026262
Bd2508	phosphoesterase	NP_969315.1	0.534348294	14.32162549
Bd2509	hypothetical protein	NP_969316.1	0.732542934	22.70140386
Bd2510	transmembrane protein	NP_969317.1	0.818899622	164.6113662
Bd2511	citrate synthase	NP_969318.1	2.33039044	1209.279952
Bd2512	hypothetical protein	NP_969319.1	16.87533461	17.66771208
Bd2513	putative phosphodiesterase/alkaline phosphatase	NP_969320.1	2.263475358	10.42692783
Bd2514	hypothetical protein	NP_969321.1	14.72860499	31.83521705
Bd2515	SEC-independent protein translocase protein	NP_969322.1	146.7925182	193.5778624
Bd2516	redox-sensitive transcriptional activator	NP_969323.1	628.5847904	306.8715953
Bd2517	alkyl hydroperoxide reductase| C22 subunit	NP_969324.1	5296.304793	4351.183565
Bd2518	alkyl hydroperoxide reductase| subunit F	NP_969325.1	1573.581511	412.4429231
Bd2519	dipeptidyl anminopeptidase	NP_969326.1	5.494072006	175.8847507
Bd2520	putative lactoylglutathione lyase	NP_969327.1	1.692851318	510.4335641
Bd2521	aminopeptidase N	NP_969328.1	2.304911978	276.4491571
Bd2522	GTP cyclohydrolase I	NP_969329.1	2394.593922	166.6436053
Bd2524	hypothetical protein	NP_969330.1	2423.185579	13.43840578
Bd2525	hypothetical protein	NP_969331.1	2.76992797	61.58522737
Bd2526	hypothetical protein	NP_969332.1	196.1982586	67.17079919
Bd2527	hypothetical protein	NP_969333.1	6825.354329	50.6179951
Bd2528	hypothetical protein	NP_969334.1	3966.068497	12.28821543
Bd2529	hypothetical protein	NP_969335.1	929.3048383	2.410380719
Bd2530	hypothetical protein	NP_969336.1	721.3253844	0.71646136
Bd2531	hypothetical protein	NP_969337.1	890.477246	2.986312395
Bd2532	hypothetical protein	NP_969338.1	2677.447393	10.39159273
Bd2533	hypothetical protein	NP_969339.1	281.5578032	1.973411115
Bd2534	hypothetical protein	NP_969340.1	138.8416612	3.084582273
Bd2535	putative serine protease	NP_969341.1	21.5030159	15.16644048
Bd2537	hypothetical protein	NP_969342.1	0	0
Bd2538	hypothetical protein	NP_969343.1	1.406277884	4.711389887
Bd2539	hypothetical protein	NP_969344.1	1.171216901	29.42906692
Bd2540	amine oxidase| flavin-containing	NP_969345.1	1.767099183	21.04971856
Bd2541	SM-20-related protein	NP_969346.1	0.479641207	86.77370589
Bd2542	ABC transporter permease/ATP-binding protein	NP_969347.1	0.336871751	51.35158923
Bd2543	multidrug ABC transporter permease/ATPase	NP_969348.1	0.973185057	77.70663768
Bd2544	Mg2+ transporter MgtE	NP_969349.1	293.8551832	48.20761438
Bd2545	subtilisin like serine protease	NP_969350.1	11906.16647	4.291933872
Bd2546	hypothetical protein	NP_969351.1	225.2255126	24.62105627
Bd2547	hypothetical protein	NP_969352.1	77.95959318	20.14646571
Bd2548	hypothetical protein	NP_969353.1	57.91212766	16.65934416
Bd2550	hypothetical protein	NP_969354.1	5.444575862	0
Bd2551	hypothetical protein	NP_969355.1	0.735216449	12.31581389
Bd2552	hypothetical protein	NP_969356.1	1.406768903	9.426069851
Bd2553	hypothetical protein	NP_969357.1	0.541530395	36.28530115
Bd2554	cytosol aminopeptidase	NP_969358.1	2.738145919	203.1272295
Bd2555	hypothetical protein	NP_969359.1	21.37470843	281.5380735
Bd2556	ApaG	NP_969360.1	60.57566571	117.9906646
Bd2558	ribosomal-protein-alanine acetyltransferase	NP_969361.1	5.329346743	85.70242557
Bd2559	hypothetical protein	NP_969362.1	4.379332759	58.68753055
Bd2560	hypothetical protein	NP_969363.1	5.455918728	11.24844336
Bd2561	hypothetical protein	NP_969364.1	4.880930343	10.40604892
Bd2562	hypothetical protein	NP_969365.1	477.2176498	8.917899067
Bd2563	hypothetical protein	NP_969366.1	0	0
Bd2564	hypothetical protein	NP_969367.1	0	0
Bd2565	phage related tail fibre protein	NP_969368.1	1621.623691	14.48297428
Bd2566	hypothetical protein	NP_969369.1	0	358.544132
Bd2567	pseudoazurin	NP_969370.1	0.839372112	818.3242542
Bd2568	pyridoxamine 5'-phosphate oxidase	NP_969371.1	11.75973111	851.3415758
Bd2569	peptidyl-prolyl cis-trans isomerase| FKBP-type	NP_969372.1	39.07421901	5102.526633
Bd2570	tRNA 2-selenouridine synthase	NP_969373.1	71.82593672	113.737742
Bd2571	selenide| water dikinase	NP_969374.1	281.2255281	728.7453046
Bd2572	twin-arginine-dependent translocase protein	NP_969375.1	1014.616631	4995.954964
Bd2573	hypothetical protein	NP_969376.1	2074.045601	224.1478129
Bd2574	phosphoglycerol transferase	NP_969377.1	73.12693894	50.21905865
Bd2575	putative 2-component transcriptional regulator	NP_969378.1	9.427430618	44.88295132
Bd2576	two-component sensor histidine kinase	NP_969379.1	1.86527136	17.35870888
Bd2577	hypothetical protein	NP_969380.1	96.64122155	2179.765915
Bd2578	putative transposase	NP_969381.1	109.4251219	10.0899658
Bd2579	hypothetical protein	NP_969382.1	2139.111505	17.94230229
Bd2581	hypothetical protein	NP_969383.1	3750.723702	12.7608391
Bd2582	cell wall surface anchor family protein	NP_969384.1	3529.983268	10.24029071
Bd2583	multidrug ABC transporter permease/ATPase	NP_969385.1	155.061875	409.3920841
Bd2584	two-component hybrid histidine kinase	NP_969386.1	12.50720035	35.75664113
Bd2585	hypothetical protein	NP_969387.1	390.9522014	130.2726696
Bd2586	hypothetical protein	NP_969388.1	1960.019532	0
Bd2587	hypothetical protein	NP_969389.1	949.8665065	13.83005331
Bd2588	putative secreted protein	NP_969390.1	2.143077733	302.7506563
Bd2589	hypothetical protein	NP_969391.1	1.825824534	11.21446014
Bd2590	transcriptional regulatory protein	NP_969392.1	464.4525687	390.8113012
Bd2591	transcription regulator	NP_969393.1	267.5059401	156.9550236
Bd2592	pyruvate formate-lyase activating enzyme	NP_969394.1	4.519695988	23.79478402
Bd2593	anaerobic ribonucleoside triphosphate	NP_969395.1	1.272981402	11.1951332
Bd2594	hypothetical protein	NP_969396.1	10.65869349	158.0138471
Bd2595	hypothetical protein	NP_969397.1	0	0
Bd2596	MCP| methyl-accepting chemotaxis protein	NP_969398.1	1.668317241	0
Bd2597	norD protein	NP_969399.1	0.330244765	4.425617058
Bd2598	nitric oxide reductase NorQ protein	NP_969400.1	0	0
Bd2599	nitric-oxide reductase subunit B	NP_969401.1	0.227883831	1.526938012
Bd2601	nitric oxide reductase| cytochrome c-containing	NP_969402.1	0	12.4982704
Bd2602	Crp/FNR family transcriptional regulator	NP_969403.1	1.503353037	36.5154691
Bd2604	hypothetical protein	NP_969404.1	12.33363103	68.86802055
Bd2605	hypothetical protein	NP_969405.1	57.38962813	302.1384204
Bd2606	signale peptide	NP_969406.1	54.12070931	58.76052499
Bd2607	hypothetical protein	NP_969407.1	107.2230182	100.6917107
Bd2608	major anaerobically induced transmembrane	NP_969408.1	504.9036654	637.7295428
Bd2609	cation transporter E1-E2 family ATPase	NP_969409.1	370.3742576	412.6306317
