"GENE_NAME"	"E0"	"M45"	"J45"	"T45"	"M90"	"J90"	"T90"	"M45/E0"	"J45/E0"	"T45/E0"	"M90/E0"	"J90/E0"	"T90/E0"	"FUNCTION"	"MAPLOC"	
LA2413	1.158	1.145	1.161	1.446	1.916	1.22	1.503	0.99	1	1.25	1.65	1.05	1.3	Probable lipoprotein nlpC precursor	2382023-2383294	
LA2414	1.066	1.029	1.638	1.621	1.218	1.197	1.454	0.97	1.54	1.52	1.14	1.12	1.36	putative peptide transporter	2383344-2384648	
LA2415	0.925	1.264	0.713	1.374	1.205	0.966	0.846	1.37	0.77	1.49	1.3	1.04	0.91	hypothetical protein	2384624-2385175	
LA2416	0.694	0.809	0.262	0.375	0.515	0.66	0.211	1.17	0.38	0.54	0.74	0.95	0.3	hypothetical protein	2385179-2385283	
LA2417	3.505	16.238	2.289	3.278	4.113	3.608	2.398	4.63	0.65	0.94	1.17	1.03	0.68	Possible hook-associated protein. flagellin family	2385507-2386364	
LA2418	37.623	36.769	2.236	4.234	16.599	7.801	5.568	0.98	0.06	0.11	0.44	0.21	0.15	Possible hook-associated protein. flagellin family	2386943-2387791	
LA2419	2.188	1.098	3.581	2.216	1.441	2.809	3.186	0.5	1.64	1.01	0.66	1.28	1.46	hypothetical protein	2388333-2388863	
LA2420	1.228	1.559	1.785	1.52	1.428	1.16	1.743	1.27	1.45	1.24	1.16	0.94	1.42	penicillin tolerance protein	2388985-2389977	
LA2421	0.889	0.919	1.044	1.22	0.881	1.084	0.937	1.03	1.17	1.37	0.99	1.22	1.05	two-component hybrid sensor and regulator	2390567-2392762	
LA2422	0.834	0.963	0.503	0.709	0.762	0.91	0.596	1.15	0.6	0.85	0.91	1.09	0.71	two-component response regulator	2392707-2393987	
LA2423	1.262	1.108	2.817	1.987	1.103	1.845	1.96	0.88	2.23	1.57	0.87	1.46	1.55	two-component response regulator	2393950-2394363	
LA2424	1.09	0.911	1.445	0.731	0.98	1.27	1.014	0.84	1.33	0.67	0.9	1.17	0.93	probable anti-sigma factor antagonist	2394360-2394734	
LA2425	1.237	0.909	2.235	1.777	0.835	1.27	1.401	0.73	1.81	1.44	0.68	1.03	1.13	chemotaxis protein CheA	2394738-2396879	
LA2426	1.539	1.504	2.132	1.988	1.149	1.395	1.364	0.98	1.39	1.29	0.75	0.91	0.89	Methyl-accepting chemotaxis protein	2396924-2399854	
LA2427	0.795	0.865	0.689	0.533	0.681	0.87	0.68	1.09	0.87	0.67	0.86	1.09	0.86	Chemotaxis protein cheW	2399867-2400382	
LA2428	0.728	0.813	0.471	0.562	0.683	0.729	0.463	1.12	0.65	0.77	0.94	1	0.64	chemotaxis protein CheD. putative	2400379-2400879	
LA2429	1.413	1.106	3.749	3.821	1.156	1.787	2.606	0.78	2.65	2.7	0.82	1.26	1.84	Chemotaxis response regulator CheB.consists of CheY-like receiver domain and a methylesterase domain	2400876-2401919	
LA2430	0.781	0.754	0.718	0.415	0.641	0.875	0.627	0.97	0.92	0.53	0.82	1.12	0.8	hypothetical protein	2401934-2402068	
LA2431	0.734	0.899	0.329	0.458	0.642	0.692	0.375	1.22	0.45	0.62	0.87	0.94	0.51	hypothetical protein	2402464-2402709	
LA2432	1.934	1.242	1.816	1.959	1.35	1.28	1.919	0.64	0.94	1.01	0.7	0.66	0.99	biotin carboxylase	2402749-2405493	
LA2433	5.41	2.826	4.097	3.824	3.081	2.641	4.769	0.52	0.76	0.71	0.57	0.49	0.88	methylmalonyl-CoA decarboxylase	2405500-2407167	
LA2434	1.251	1.124	1.643	1.676	1.226	1.295	2.025	0.9	1.31	1.34	0.98	1.04	1.62	probable anti-sigma factor antagonist	2407244-2407573	
LA2435	1.215	1.064	1.073	1.254	0.972	1.033	0.996	0.88	0.88	1.03	0.8	0.85	0.82	Sigma factor sigB regulation protein rsbU	2407557-2410373	
LA2436	0.959	1.029	0.704	0.765	1.03	0.892	0.765	1.07	0.73	0.8	1.07	0.93	0.8	hypothetical protein	2410388-2410849	
LA2437	0.719	0.836	0.474	0.498	0.577	0.716	0.407	1.16	0.66	0.69	0.8	1	0.57	hypothetical protein	2410986-2411666	
LA2438	0.909	0.997	1.277	1.44	1.121	1.108	0.989	1.1	1.4	1.58	1.23	1.22	1.09	Polypeptide deformylase	2411669-2412205	
LA2439	1.119	1.031	1.914	1.61	1.084	1.281	1.866	0.92	1.71	1.44	0.97	1.14	1.67	acriflavine resistance protein homolog	2412225-2415467	
LA2440	1.135	1.112	1.347	2.249	1.619	1.061	1.5	0.98	1.19	1.98	1.43	0.93	1.32	hypothetical protein	2415619-2416701	
LA2441	0.558	0.659	0.162	0.303	0.416	0.492	0.142	1.18	0.29	0.54	0.75	0.88	0.25	hypothetical protein	2417321-2417437	
LA2442	0.933	1.751	0.279	0.655	8.3	1.511	0.217	1.88	0.3	0.7	8.9	1.62	0.23	hypothetical protein	2417456-2417593	
LA2443	1.057	1.01	1.56	1.741	0.959	1.02	1.18	0.96	1.48	1.65	0.91	0.96	1.12	putative outermembrane protein	2420583-2422163	
LA2444	1.683	1.17	6.164	5.631	1.544	2.561	3.63	0.7	3.66	3.35	0.92	1.52	2.16	putative outermembrane protein	2422251-2423237	
LA2445	0.713	0.797	0.274	0.393	0.574	0.694	0.229	1.12	0.38	0.55	0.81	0.97	0.32	hypothetical protein	2423579-2423713	
LA2446	0.739	0.806	0.485	0.417	0.528	0.838	0.338	1.09	0.66	0.56	0.71	1.13	0.46	Leucine-rich repeat containing protein	2423710-2423943	
LA2447	0.959	0.956	1.138	1.026	0.73	1.036	0.956	1	1.19	1.07	0.76	1.08	1	putative outermembrane protein	2424001-2425497	
LA2448	0.738	0.85	0.477	0.574	0.549	0.838	0.415	1.15	0.65	0.78	0.74	1.14	0.56	putative outermembrane protein	2425568-2426854	
LA2449	0.507	0.631	0.147	0.3	0.385	0.492	0.118	1.24	0.29	0.59	0.76	0.97	0.23	hypothetical protein	2426885-2427037	
LA2450	0.805	0.867	0.603	0.547	0.63	0.828	0.633	1.08	0.75	0.68	0.78	1.03	0.79	putative outermembrane protein	2427064-2428965	
LA2451	0.529	0.635	0.155	0.294	0.376	0.489	0.121	1.2	0.29	0.56	0.71	0.92	0.23	hypothetical protein	2428996-2429148	
LA2452	0.855	1.099	0.911	0.94	0.956	0.954	0.97	1.29	1.07	1.1	1.12	1.12	1.13	Leucine-rich repeat containing protein	2429175-2430044	
LA2453	0.984	0.968	1.225	1.706	1.122	1.095	1.507	0.98	1.24	1.73	1.14	1.11	1.53	putative 4Fe-4S binding protein	2430374-2431312	
LA2454	0.792	1.168	0.771	0.725	1.172	0.916	0.77	1.47	0.97	0.92	1.48	1.16	0.97	hypothetical protein	2431327-2431767	
LA2455	0.669	0.757	0.337	0.551	0.6	0.577	0.347	1.13	0.5	0.82	0.9	0.86	0.52	hypothetical protein	2431833-2432003	
LA2456	0.894	0.954	0.823	0.99	0.899	0.849	0.842	1.07	0.92	1.11	1.01	0.95	0.94	hypothetical protein	2432773-2433690	
LA2457	3.14	2.519	1.14	0.816	3.169	1.405	1.482	0.8	0.36	0.26	1.01	0.45	0.47	methionine aminopeptidase	2433701-2434459	
LA2458	11.617	6.419	1.732	2.344	12.56	2.475	2.193	0.55	0.15	0.2	1.08	0.21	0.19	hypothetical protein	2434466-2434708	
LA2459	0.906	1.023	0.556	0.741	1.535	1.022	0.65	1.13	0.61	0.82	1.69	1.13	0.72	integrin homolog	2434948-2438361	
LA2460	0.843	0.891	0.818	0.759	0.697	0.869	0.71	1.06	0.97	0.9	0.83	1.03	0.84	ubiE/COQ5 methyltransferase family protein	2438602-2439381	
LA2461	0.813	1.004	0.673	0.754	1.626	1.015	0.631	1.23	0.83	0.93	2	1.25	0.78	hypothetical protein	2439462-2439758	
LA2462	0.645	0.786	0.331	0.375	0.572	0.683	0.231	1.22	0.51	0.58	0.89	1.06	0.36	Bacitracin transport ATP-binding protein bcrA	2439818-2440756	
LA2463	0.634	0.65	0.376	0.329	0.597	0.762	0.371	1.03	0.59	0.52	0.94	1.2	0.59	gliding motility protein GldF	2440737-2441483	
LA2464	0.956	0.893	0.716	0.627	0.786	1.044	0.627	0.93	0.75	0.66	0.82	1.09	0.66	gliding motility protein GldG	2441480-2443186	
LA2465	0.672	0.88	0.27	0.416	0.566	0.696	0.215	1.31	0.4	0.62	0.84	1.04	0.32	hypothetical protein	2443183-2444193	
LA2466	1.031	1.074	1.051	1.02	1.167	1.122	0.995	1.04	1.02	0.99	1.13	1.09	0.97	Putative protein-S-isoprenylcysteine methyltransferase	2444624-2445376	
LA2467	0.909	0.892	0.873	0.855	0.956	1.007	0.82	0.98	0.96	0.94	1.05	1.11	0.9	hypothetical protein	2446071-2446820	
LA2468	1.736	2.068	1.25	1.102	1.259	1.085	1.133	1.19	0.72	0.63	0.73	0.63	0.65	hypothetical protein	2446824-2448158	
LA2469	1.549	1.555	0.689	1.305	3.523	1.229	1.012	1	0.44	0.84	2.27	0.79	0.65	chemotaxis protein	2448158-2448622	
LA2470	0.779	0.862	0.506	0.533	0.658	0.743	0.432	1.11	0.65	0.68	0.84	0.95	0.55	hypothetical protein	2449064-2449615	
LA2471	1.116	1.032	1.23	1.412	1.44	1.14	1.13	0.92	1.1	1.27	1.29	1.02	1.01	putative outermembrane protein	2449877-2450872	
LA2472	0.92	0.966	1.009	1.044	1.225	1.013	0.92	1.05	1.1	1.13	1.33	1.1	1	hypothetical protein	2450869-2451459	
LA2473	0.753	0.902	0.427	0.454	0.701	0.67	0.347	1.2	0.57	0.6	0.93	0.89	0.46	Fumarate and nitrate reduction regulatory protein homolog	2451622-2452317	
LA2474	2.503	1.776	5.64	7.402	4.616	3.614	4.395	0.71	2.25	2.96	1.84	1.44	1.76	hypothetical protein	2452685-2454379	
LA2475	0.661	0.797	0.314	0.445	0.612	0.559	0.319	1.21	0.48	0.67	0.93	0.85	0.48	hypothetical protein	2452579-2452710	
LA2476	0.546	0.675	0.17	0.301	0.416	0.538	0.152	1.24	0.31	0.55	0.76	0.99	0.28	hypothetical protein	2454486-2454656	
LA2477	0.772	0.912	0.44	0.647	0.782	0.785	0.484	1.18	0.57	0.84	1.01	1.02	0.63	hypothetical protein	2454742-2455107	
LA2478	0.804	0.928	0.601	0.718	0.907	0.924	0.641	1.15	0.75	0.89	1.13	1.15	0.8	hypothetical protein	2455180-2455578	
LA2479	0.855	1.082	0.718	1.043	1.205	0.89	0.661	1.27	0.84	1.22	1.41	1.04	0.77	hypothetical protein	2455898-2456008	
LA2480	0.783	1.008	0.421	0.766	0.862	0.717	0.416	1.29	0.54	0.98	1.1	0.92	0.53	Sensory transduction histidine kinase	2455575-2455916	
LA2481	0.521	0.609	0.143	0.285	0.396	0.523	0.13	1.17	0.27	0.55	0.76	1	0.25	hypothetical protein	2455976-2456116	
LA2482	0.555	0.71	0.155	0.315	0.395	0.523	0.123	1.28	0.28	0.57	0.71	0.94	0.22	hypothetical protein	2456259-2456363	
LA2483	1.48	1.924	1.469	1.621	2.852	1.245	1.6	1.3	0.99	1.1	1.93	0.84	1.08	Integrase/recombinase xerD	2456497-2457393	
LA2484	0.661	0.976	0.2	0.374	1.115	0.7	0.223	1.48	0.3	0.57	1.69	1.06	0.34	hypothetical protein	2457491-2458366	
LA2485	0.658	0.746	0.413	0.335	0.548	0.596	0.264	1.13	0.63	0.51	0.83	0.91	0.4	hypothetical protein	2458339-2458500	
LA2486	0.968	1.033	1.122	1.361	1.086	0.969	1.155	1.07	1.16	1.41	1.12	1	1.19	hypothetical protein	2458497-2459525	
LA2487	0.658	0.884	0.376	0.494	0.502	0.587	0.297	1.34	0.57	0.75	0.76	0.89	0.45	hypothetical protein	2459605-2459718	
LA2488	1.132	0.951	1.741	0.839	0.895	0.948	0.926	0.84	1.54	0.74	0.79	0.84	0.82	hypothetical protein	2460116-2460655	
LA2489	1.251	0.985	2.703	1.929	1.255	1.192	2.199	0.79	2.16	1.54	1	0.95	1.76	alginate O-acetylation protein	2460702-2462138	
LA2490	0.916	0.986	0.767	0.891	0.942	0.843	0.902	1.08	0.84	0.97	1.03	0.92	0.98	hypothetical protein	2462128-2463315	
LA2491	0.781	0.855	0.796	0.662	0.658	0.707	0.938	1.09	1.02	0.85	0.84	0.91	1.2	hypothetical protein	2463388-2463501	
LA2492	3.368	2.947	7.157	5.253	16.627	3.209	6.965	0.88	2.13	1.56	4.94	0.95	2.07	hypothetical protein	2464128-2464547	
LA2493	10.622	5.028	13.202	10.31	5.532	6.117	11.922	0.47	1.24	0.97	0.52	0.58	1.12	transposase	2464516-2465430	
LA2494	1.127	1.314	1.129	1.339	1.229	1.091	1.292	1.17	1	1.19	1.09	0.97	1.15	Thioredoxin reductase 1	2466594-2467544	
LA2495	0.643	0.764	0.163	0.329	0.418	0.549	0.155	1.19	0.25	0.51	0.65	0.85	0.24	hypothetical protein	2468173-2468283	
LA2496	0.792	0.988	0.416	0.757	0.788	0.902	0.462	1.25	0.53	0.96	0.99	1.14	0.58	putative outermembrane protein	2469443-2470036	
LA2497	0.906	0.97	0.428	0.651	0.95	0.81	0.598	1.07	0.47	0.72	1.05	0.89	0.66	hypothetical protein	2470087-2471556	
LA2498	0.898	1.786	1.578	1.212	1.22	1.082	1.367	1.99	1.76	1.35	1.36	1.2	1.52	Regulator of chromosome condensation RCC1 family protein	2471713-2473233	
LA2499	1.161	1.3	2.285	2.193	1.194	1.288	1.971	1.12	1.97	1.89	1.03	1.11	1.7	hypothetical protein	2473249-2474751	
LA2500	0.528	0.651	0.15	0.298	0.381	0.515	0.12	1.23	0.28	0.56	0.72	0.98	0.23	hypothetical protein	2476179-2476298	
LA2501	1.073	0.961	1.089	0.984	1.157	0.934	1.015	0.9	1.01	0.92	1.08	0.87	0.95	Predicted hydrolase or acyltransferase. alpha/beta hydrolase superfamily	2476396-2477289	
LA2502	0.615	0.739	0.229	0.354	0.474	0.618	0.256	1.2	0.37	0.58	0.77	1	0.42	hypothetical protein	2477566-2477682	
LA2503	0.508	0.664	0.145	0.302	0.414	0.493	0.122	1.31	0.29	0.59	0.81	0.97	0.24	hypothetical protein	2477691-2477864	
LA2504	0.637	0.751	0.237	0.358	0.502	0.581	0.195	1.18	0.37	0.56	0.79	0.91	0.31	hypothetical protein	2478099-2478242	
LA2505	3.172	18.87	1.063	1.361	4.682	1.857	1.568	5.95	0.34	0.43	1.48	0.59	0.49	esterase. putative	2478606-2479715	
LA2506	1.313	1.062	1.864	1.674	1.051	1.042	1.729	0.81	1.42	1.27	0.8	0.79	1.32	hisF protein	2480341-2481111	
LA2507	1.476	1.186	0.947	0.955	1.163	1.032	1.163	0.8	0.64	0.65	0.79	0.7	0.79	glutamyl-tRNAGln amidotransferase subunit A	2481108-2482571	
LA2508	1.164	1.291	0.772	0.993	1.232	0.91	1.03	1.11	0.66	0.85	1.06	0.78	0.88	Glu-tRNAGln amidotransferase subunit C	2482568-2482858	
LA2509	1.557	1.093	3.204	2.515	1.344	1.498	2.248	0.7	2.06	1.62	0.86	0.96	1.44	Putative colanic biosynthesis UDP-glucose lipid carrier transferase	2482885-2484306	
LA2510	1.342	1.068	2.156	1.5	0.99	1.171	1.915	0.8	1.61	1.12	0.74	0.87	1.43	hypothetical protein	2484303-2487278	
LA2511	1.079	1.087	1.358	1.336	1.085	1.054	1.378	1.01	1.26	1.24	1.01	0.98	1.28	Bacitracin resistance protein (LipL31)	2487302-2488135	
LA2512	1.762	1.867	0.948	1.203	1.948	1.251	1.051	1.06	0.54	0.68	1.11	0.71	0.6	hypothetical protein	2488142-2488867	
LA2513	2.879	1.753	3.523	4.761	2.051	2.305	3.732	0.61	1.22	1.65	0.71	0.8	1.3	transcription-repair coupling factor	2488914-2492474	
LA2514	0.946	0.894	0.917	0.711	1.155	0.961	0.953	0.95	0.97	0.75	1.22	1.02	1.01	Panthothenate synthetase	2492471-2493328	
LA2515	1.609	1.414	2.989	2.856	1.859	1.982	2.712	0.88	1.86	1.78	1.16	1.23	1.69	histidinol dehydrogenase	2493359-2494642	
LA2516	1.714	1.398	3.686	2.776	1.526	1.629	3.012	0.82	2.15	1.62	0.89	0.95	1.76	Exodeoxyribonuclease	2494703-2495506	
LA2517	0.796	0.917	0.55	0.521	0.562	0.67	0.581	1.15	0.69	0.65	0.71	0.84	0.73	hypothetical protein	2496336-2496476	
LA2518	9.792	4.334	11.445	9.392	4.677	4.382	10.404	0.44	1.17	0.96	0.48	0.45	1.06	transposase	2497026-2498099	
LA2519	0.92	1.93	0.671	0.843	2.928	0.96	0.776	2.1	0.73	0.92	3.18	1.04	0.84	hypothetical protein	2498414-2498917	
LA2520	0.54	0.623	0.198	0.297	0.427	0.632	0.157	1.15	0.37	0.55	0.79	1.17	0.29	hypothetical protein	2499060-2499191	
LA2521	2.166	2.453	4.154	2.817	2.544	2.158	4.196	1.13	1.92	1.3	1.17	1	1.94	hypothetical protein	2499240-2499407	
LA2522	0.708	0.777	0.394	0.337	0.756	0.849	0.544	1.1	0.56	0.48	1.07	1.2	0.77	hypothetical protein	2499992-2500180	
LA2523	0.79	0.905	0.552	0.502	0.557	0.639	0.567	1.15	0.7	0.64	0.71	0.81	0.72	hypothetical protein	2500537-2500677	
LA2524	7.211	3.255	16.289	10.255	3.095	5.307	14.315	0.45	2.26	1.42	0.43	0.74	1.99	transposase	2501227-2502300	
LA2525	1.421	0.924	1.442	0.433	0.949	1.294	1.638	0.65	1.01	0.3	0.67	0.91	1.15	hypothetical protein	2502349-2502468	
LA2526	1.745	1.185	3.48	2.7	1.576	2.028	2.979	0.68	1.99	1.55	0.9	1.16	1.71	Predicted hydrolase or acyltransferase. alpha/beta hydrolase superfamily	2502922-2503812	
LA2527	0.814	1.01	0.639	0.882	0.844	0.908	0.574	1.24	0.79	1.08	1.04	1.12	0.71	Putative hydroxypyruvate reductase	2504517-2505860	
LA2528	0.978	1.156	0.837	1.14	1.074	0.901	0.91	1.18	0.86	1.17	1.1	0.92	0.93	probable two-component response regulator with GGDEF domain	2506149-2507141	
LA2529	0.719	2.153	0.392	0.497	1.634	0.958	0.513	2.99	0.55	0.69	2.27	1.33	0.71	putative outermembrane protein	2507285-2507671	
LA2530	1.227	6.583	0.807	1.626	2.613	2.66	1.622	5.37	0.66	1.33	2.13	2.17	1.32	putative outermembrane protein	2507724-2508182	
LA2531	0.948	2.45	0.295	0.584	1.721	0.968	0.483	2.58	0.31	0.62	1.82	1.02	0.51	hypothetical protein	2508143-2508628	
LA2532	0.724	0.883	0.438	0.652	0.818	0.703	0.544	1.22	0.6	0.9	1.13	0.97	0.75	two-component hybrid sensor and regulator	2509850-2511301	
LA2533	0.76	0.908	0.465	0.776	0.821	0.733	0.517	1.19	0.61	1.02	1.08	0.96	0.68	Sensory transduction histidine kinase	2511324-2512361	
LA2534	0.625	0.722	0.22	0.327	0.423	0.565	0.191	1.16	0.35	0.52	0.68	0.9	0.31	hypothetical protein	2513725-2513871	
LA2535	1.192	1.919	0.929	0.69	1.888	1.079	0.93	1.61	0.78	0.58	1.58	0.91	0.78	Probable peptidyl-prolyl cis-trans isomerase A	2514161-2514619	
LA2536	1.703	1.412	2.006	2.305	2.447	1.505	1.855	0.83	1.18	1.35	1.44	0.88	1.09	Adenylate cyclase	2514820-2517702	
LA2537	1.113	1.023	1.397	1.207	1.704	1.285	1.084	0.92	1.26	1.08	1.53	1.15	0.97	hypothetical protein	2517686-2519803	
LA2538	0.924	0.913	1.333	1.215	0.954	0.918	1.215	0.99	1.44	1.31	1.03	0.99	1.31	hypothetical protein	2519793-2520917	
LA2539	1.292	0.991	1.441	1.731	1.225	1.342	1.626	0.77	1.12	1.34	0.95	1.04	1.26	ABC transporter. ATP-binding protein	2521561-2523432	
LA2540	1.226	0.988	0.956	1.014	0.968	1.104	1.204	0.81	0.78	0.83	0.79	0.9	0.98	two-component hybrid sensor and regulator	2523475-2524944	
LA2541	0.948	0.977	0.814	0.788	0.871	0.931	0.737	1.03	0.86	0.83	0.92	0.98	0.78	two-component hybrid sensor and regulator	2525427-2528234	
LA2542	0.984	1.087	0.575	0.764	0.92	0.972	0.555	1.1	0.58	0.78	0.93	0.99	0.56	probable cyclic nucleotide binding protein	2528310-2528786	
LA2543	0.584	0.707	0.268	0.336	0.484	0.619	0.201	1.21	0.46	0.58	0.83	1.06	0.34	hypothetical protein	2528936-2529061	
LA2544	0.739	0.93	0.428	0.525	0.711	0.763	0.382	1.26	0.58	0.71	0.96	1.03	0.52	Predicted hydrolase or acyltransferase. alpha/beta hydrolase superfamily	2529365-2530354	
LA2545	0.885	0.929	1.035	1.219	0.844	1.25	1.22	1.05	1.17	1.38	0.95	1.41	1.38	hypothetical protein	2530636-2531733	
LA2546	0.731	0.83	0.514	0.553	0.669	0.794	0.471	1.14	0.7	0.76	0.92	1.09	0.64	capc protein	2531730-2532191	
LA2547	0.754	0.909	0.559	0.907	0.842	0.925	0.72	1.21	0.74	1.2	1.12	1.23	0.95	capb protein. Mur ligase family	2532179-2533402	
LA2548	1.258	1.109	2.372	2.535	1.073	1.335	1.989	0.88	1.89	2.02	0.85	1.06	1.58	two-component response regulator	2533404-2534660	
LA2549	1.519	4.176	3.046	3.573	1.662	1.727	2.328	2.75	2.01	2.35	1.09	1.14	1.53	Sensory transduction histidine kinase	2534721-2535842	
LA2550	4.048	3.003	1.103	1.264	2.534	1.134	1.231	0.74	0.27	0.31	0.63	0.28	0.3	FKBP-type peptidyl-prolyl cis-trans isomerase	2535951-2536340	
LA2551	1.128	1.112	0.613	0.683	1.375	0.98	0.662	0.99	0.54	0.61	1.22	0.87	0.59	putative glycine-rich RNA binding protein	2536337-2536732	
LA2552	1.113	1.129	1.799	1.465	1.417	1.378	1.889	1.01	1.62	1.32	1.27	1.24	1.7	hypothetical protein	2536843-2537889	
LA2553	0.581	0.699	0.211	0.323	0.48	0.531	0.178	1.2	0.36	0.56	0.83	0.91	0.31	hypothetical protein	2537878-2538045	
LA2554	2.717	5.978	1.854	2.427	4.478	1.645	1.825	2.2	0.68	0.89	1.65	0.61	0.67	probable permease of ABC transporter	2538204-2540465	
LA2555	0.752	1.129	0.256	0.42	1.155	0.616	0.262	1.5	0.34	0.56	1.54	0.82	0.35	hypothetical protein	2538059-2538205	
LA2556	0.888	0.938	0.826	0.942	1.189	0.753	0.814	1.06	0.93	1.06	1.34	0.85	0.92	Acetyltransferase	2540949-2541437	
LA2557	0.706	0.866	0.305	0.426	0.577	0.615	0.279	1.23	0.43	0.6	0.82	0.87	0.4	hypothetical protein	2541524-2542009	
LA2558	1.336	1.315	0.893	1.164	2.251	1.286	1.163	0.98	0.67	0.87	1.68	0.96	0.87	ATP-dependent protease ATP-binding subunit	2542021-2543283	
LA2559	5.131	4.479	3.181	3.624	5.26	2.584	3.468	0.87	0.62	0.71	1.03	0.5	0.68	Protease subunit of ATP-dependent Clp protease	2543294-2543890	
LA2560	1.164	1.18	0.681	0.766	1.099	0.845	0.767	1.01	0.59	0.66	0.94	0.73	0.66	Trigger factor	2543887-2545242	
LA2561	1.181	1.142	0.731	0.901	1.111	0.892	0.764	0.97	0.62	0.76	0.94	0.76	0.65	Beta-hexosaminidase	2545988-2547847	
LA2562	1.013	1.047	0.872	0.938	1.334	0.941	0.835	1.03	0.86	0.93	1.32	0.93	0.82	acyl-CoA thioesterase	2545411-2546043	
LA2563	0.774	0.846	0.543	0.498	0.733	0.763	0.54	1.09	0.7	0.64	0.95	0.99	0.7	oxygen-independent coproporphyrinogen III oxidase	2547844-2549010	
LA2564	0.614	0.653	0.38	0.334	0.539	0.702	0.346	1.06	0.62	0.54	0.88	1.14	0.56	hypothetical protein	2549095-2549223	
LA2565	0.863	0.968	0.941	0.903	0.813	0.794	0.855	1.12	1.09	1.05	0.94	0.92	0.99	hypothetical protein	2549659-2550066	
LA2566	0.754	0.756	0.318	0.339	0.516	0.579	0.277	1	0.42	0.45	0.68	0.77	0.37	hypothetical protein	2550089-2550193	
LA2567	0.598	0.654	0.25	0.305	0.452	0.671	0.246	1.09	0.42	0.51	0.76	1.12	0.41	hypothetical protein	2550235-2550348	
LA2568	2.976	1.225	4.525	1.595	1.334	1.958	5.64	0.41	1.52	0.54	0.45	0.66	1.9	hypothetical protein	2550749-2551078	
LA2569	1.083	0.979	1.121	0.928	0.998	0.838	1.26	0.9	1.04	0.86	0.92	0.77	1.16	Acetolactate synthase small subunit	2551171-2551656	
LA2570	3.303	3.087	3.785	3.4	3.696	2.324	3.724	0.93	1.15	1.03	1.12	0.7	1.13	Acetolactate synthase large subunit	2551653-2553431	
LA2571	0.645	0.782	0.277	0.379	0.47	0.567	0.242	1.21	0.43	0.59	0.73	0.88	0.38	hypothetical protein	2553554-2553721	
LA2572	5.6	4.35	2.333	2.946	3.009	1.714	2.156	0.78	0.42	0.53	0.54	0.31	0.39	TPR-repeat-containing protein	2553792-2554901	
LA2573	0.52	0.604	0.15	0.296	0.381	0.535	0.13	1.16	0.29	0.57	0.73	1.03	0.25	hypothetical protein	2555149-2555262	
LA2574	0.977	1.865	0.986	1.102	0.885	1.233	1.34	1.91	1.01	1.13	0.91	1.26	1.37	Methyl-accepting chemotaxis protein tlpA	2555450-2557990	
LA2575	1.096	1.992	1.348	0.948	3.462	1.375	1.013	1.82	1.23	0.86	3.16	1.25	0.92	hypothetical protein	2558071-2558340	
LA2576	1.292	1.253	1.763	1.702	1.322	1.406	1.604	0.97	1.36	1.32	1.02	1.09	1.24	hypothetical protein	2558681-2560684	
LA2577	1.526	2.441	1.572	2	1.057	1.512	1.707	1.6	1.03	1.31	0.69	0.99	1.12	ABC1 family protein kinase	2560820-2562148	
LA2578	1.851	1.48	2.624	2.793	2.162	1.539	2.392	0.8	1.42	1.51	1.17	0.83	1.29	hypothetical protein	2562145-2562390	
LA2579	1.657	1.173	2.466	2.381	1.5	1.663	2.953	0.71	1.49	1.44	0.91	1	1.78	ferrous iron transport protein B homolog	2562377-2564482	
LA2580	0.739	1.008	0.376	0.532	0.606	0.701	0.395	1.36	0.51	0.72	0.82	0.95	0.53	Phosphoglycerol transferase and related proteins.alkaline phosphatase superfamily	2564347-2566449	
LA2581	1.064	0.96	1.811	1.932	1.123	1.104	1.467	0.9	1.7	1.82	1.06	1.04	1.38	putative N-acetyl neuramic acid synthetase NeuB	2566465-2567463	
LA2582	1.43	1.017	3.235	2.707	1.152	1.408	1.899	0.71	2.26	1.89	0.81	0.98	1.33	Peptidase family M23/M37	2567456-2568598	
LA2583	0.696	0.785	0.417	0.402	0.638	0.822	0.493	1.13	0.6	0.58	0.92	1.18	0.71	hypothetical protein	2568796-2568918	
LA2584	1.817	4.037	2.112	2.043	3.984	1.847	2.109	2.22	1.16	1.12	2.19	1.02	1.16	hypothetical protein	2569043-2570104	
LA2585	0.736	0.949	0.449	0.491	0.727	0.751	0.396	1.29	0.61	0.67	0.99	1.02	0.54	hypothetical protein	2570663-2570977	
LA2586	0.653	0.835	0.183	0.369	0.507	0.564	0.184	1.28	0.28	0.57	0.78	0.86	0.28	hypothetical protein	2571031-2571213	
LA2587	0.889	0.906	0.852	0.683	0.756	0.85	0.75	1.02	0.96	0.77	0.85	0.96	0.84	hypothetical protein	2571523-2572443	
LA2588	0.766	0.93	0.332	0.516	0.616	0.601	0.391	1.21	0.43	0.67	0.8	0.78	0.51	hypothetical protein	2573583-2573945	
LA2589	1.709	1.584	1.777	1.999	2.223	1.347	2.078	0.93	1.04	1.17	1.3	0.79	1.22	flagellar assembly protein	2573952-2574875	
LA2590	1.043	1.085	0.701	0.959	0.974	0.924	0.733	1.04	0.67	0.92	0.93	0.89	0.7	Flagellar motor switch protein fliG	2574879-2575850	
LA2591	1.84	2.065	1.338	1.931	1.29	1.154	1.302	1.12	0.73	1.05	0.7	0.63	0.71	flagellar M-ring protein	2575847-2577544	
